time,corridor,hs6,desc,value_usd
2023-05,CN->BR,230240,,2598
2023-05,CN->BR,230910,,61762
2023-05,CN->BR,230990,,6496743.0
2023-05,CN->BR,240120,,1121087
2023-05,CN->BR,240220,,2166
2023-05,CN->BR,250100,,6941
2023-05,CN->BR,250300,,2250
2023-05,CN->BR,250410,,3010
2023-05,CN->BR,250510,,428036
2023-05,CN->BR,250590,,12699
2023-05,CN->BR,250700,,12253
2023-05,CN->BR,250810,,327914
2023-05,CN->BR,250830,,82508
2023-05,CN->BR,250860,,9379
2023-05,CN->BR,251110,,104199
2023-05,CN->BR,251310,,1188
2023-05,CN->BR,251320,,159170
2023-05,CN->BR,251511,,20573
2023-05,CN->BR,251990,,1389191.0
2023-05,CN->BR,252321,,90
2023-05,CN->BR,252510,,16275
2023-05,CN->BR,252520,,25139
2023-05,CN->BR,252610,,13500
2023-05,CN->BR,252921,,297143
2023-05,CN->BR,253090,,12775.0
2023-05,CN->BR,260112,,240
2023-05,CN->BR,260400,,300
2023-05,CN->BR,260500,,100
2023-05,CN->BR,260600,,324932
2023-05,CN->BR,261100,,160
2023-05,CN->BR,261510,,52691
2023-05,CN->BR,261790,,18217
2023-05,CN->BR,270400,,73372952
2023-05,CN->BR,270810,,94000
2023-05,CN->BR,271012,,219
2023-05,CN->BR,271019,,7112608.0
2023-05,CN->BR,271129,,31887
2023-05,CN->BR,271220,,5693179
2023-05,CN->BR,271290,,1684427
2023-05,CN->BR,280200,,16008
2023-05,CN->BR,280300,,39918.0
2023-05,CN->BR,280429,,98254
2023-05,CN->BR,280450,,321
2023-05,CN->BR,280469,,199416
2023-05,CN->BR,280490,,150
2023-05,CN->BR,280512,,82978
2023-05,CN->BR,280530,,84368.0
2023-05,CN->BR,280910,,15100
2023-05,CN->BR,280920,,2316481
2023-05,CN->BR,281111,,1298373
2023-05,CN->BR,281119,,708339.0
2023-05,CN->BR,281121,,4200
2023-05,CN->BR,281122,,1790378.0
2023-05,CN->BR,281129,,115677
2023-05,CN->BR,281219,,208
2023-05,CN->BR,281290,,200278
2023-05,CN->BR,281511,,618927
2023-05,CN->BR,281512,,6307253
2023-05,CN->BR,281520,,455441
2023-05,CN->BR,281610,,61343
2023-05,CN->BR,281640,,117836
2023-05,CN->BR,281700,,8100
2023-05,CN->BR,281810,,623759
2023-05,CN->BR,281820,,824002.0
2023-05,CN->BR,281830,,413040
2023-05,CN->BR,281990,,6504.0
2023-05,CN->BR,282010,,229659
2023-05,CN->BR,282110,,301698.0
2023-05,CN->BR,282200,,30403.0
2023-05,CN->BR,282300,,1542462.0
2023-05,CN->BR,282510,,85553.0
2023-05,CN->BR,282570,,885532
2023-05,CN->BR,282590,,16471
2023-05,CN->BR,282612,,662450
2023-05,CN->BR,282619,,37102.0
2023-05,CN->BR,282630,,6422
2023-05,CN->BR,282690,,472185.0
2023-05,CN->BR,282710,,80326
2023-05,CN->BR,282720,,317791.0
2023-05,CN->BR,282731,,114
2023-05,CN->BR,282739,,279610.0
2023-05,CN->BR,282749,,97379.0
2023-05,CN->BR,282751,,107806
2023-05,CN->BR,282759,,18
2023-05,CN->BR,282810,,528093
2023-05,CN->BR,282890,,667308
2023-05,CN->BR,282990,,370266.0
2023-05,CN->BR,283010,,1229194.0
2023-05,CN->BR,283090,,967605
2023-05,CN->BR,283110,,240725
2023-05,CN->BR,283210,,303035.0
2023-05,CN->BR,283311,,6326164
2023-05,CN->BR,283321,,172784
2023-05,CN->BR,283327,,461400
2023-05,CN->BR,283329,,2776803.0
2023-05,CN->BR,283340,,208305.0
2023-05,CN->BR,283410,,160213
2023-05,CN->BR,283421,,32494
2023-05,CN->BR,283429,,90651
2023-05,CN->BR,283510,,141952.0
2023-05,CN->BR,283522,,99597
2023-05,CN->BR,283524,,271067
2023-05,CN->BR,283525,,36675
2023-05,CN->BR,283526,,118378
2023-05,CN->BR,283529,,31001
2023-05,CN->BR,283531,,2106685.0
2023-05,CN->BR,283539,,946743.0
2023-05,CN->BR,283620,,4703977.0
2023-05,CN->BR,283630,,521845
2023-05,CN->BR,283660,,136678
2023-05,CN->BR,283691,,814
2023-05,CN->BR,283699,,1498157.0
2023-05,CN->BR,283719,,4720
2023-05,CN->BR,283720,,360.0
2023-05,CN->BR,283911,,37516
2023-05,CN->BR,283919,,2030
2023-05,CN->BR,283990,,27998.0
2023-05,CN->BR,284030,,76436
2023-05,CN->BR,284190,,66987.0
2023-05,CN->BR,284210,,53823
2023-05,CN->BR,284290,,37497
2023-05,CN->BR,284330,,232
2023-05,CN->BR,284390,,147286
2023-05,CN->BR,284610,,40
2023-05,CN->BR,284690,,484203
2023-05,CN->BR,284700,,16201
2023-05,CN->BR,284910,,60074
2023-05,CN->BR,284920,,60550
2023-05,CN->BR,284990,,32658.0
2023-05,CN->BR,285000,,215047.0
2023-05,CN->BR,285210,,159
2023-05,CN->BR,290110,,28729
2023-05,CN->BR,290122,,219585
2023-05,CN->BR,290124,,757285
2023-05,CN->BR,290129,,1009
2023-05,CN->BR,290219,,166236
2023-05,CN->BR,290290,,200892
2023-05,CN->BR,290311,,200230
2023-05,CN->BR,290312,,651258
2023-05,CN->BR,290319,,617
2023-05,CN->BR,290322,,48422
2023-05,CN->BR,290323,,72547
2023-05,CN->BR,290329,,25972
2023-05,CN->BR,290342,,339542
2023-05,CN->BR,290344,,488160
2023-05,CN->BR,290345,,764290
2023-05,CN->BR,290346,,15987
2023-05,CN->BR,290349,,19110
2023-05,CN->BR,290369,,899037
2023-05,CN->BR,290371,,608330
2023-05,CN->BR,290373,,114388
2023-05,CN->BR,290379,,343314
2023-05,CN->BR,290391,,514125
2023-05,CN->BR,290399,,643095.0
2023-05,CN->BR,290410,,162231.0
2023-05,CN->BR,290420,,76410.0
2023-05,CN->BR,290499,,391948.0
2023-05,CN->BR,290512,,33288
2023-05,CN->BR,290513,,127151
2023-05,CN->BR,290514,,1798
2023-05,CN->BR,290516,,93466
2023-05,CN->BR,290517,,62472
2023-05,CN->BR,290519,,110361.0
2023-05,CN->BR,290522,,320468.0
2023-05,CN->BR,290529,,179984
2023-05,CN->BR,290531,,329564
2023-05,CN->BR,290532,,240368
2023-05,CN->BR,290539,,953376
2023-05,CN->BR,290541,,470299
2023-05,CN->BR,290542,,995654
2023-05,CN->BR,290543,,274962
2023-05,CN->BR,290544,,234068
2023-05,CN->BR,290549,,401076
2023-05,CN->BR,290559,,278594.0
2023-05,CN->BR,290611,,173791
2023-05,CN->BR,290613,,661256
2023-05,CN->BR,290619,,203441.0
2023-05,CN->BR,290621,,107897
2023-05,CN->BR,290629,,177165.0
2023-05,CN->BR,290712,,12814
2023-05,CN->BR,290715,,60775
2023-05,CN->BR,290719,,640479.0
2023-05,CN->BR,290721,,184718
2023-05,CN->BR,290722,,12150
2023-05,CN->BR,290729,,119629
2023-05,CN->BR,290819,,114830.0
2023-05,CN->BR,290919,,475
2023-05,CN->BR,290920,,148451
2023-05,CN->BR,290930,,1917995.0
2023-05,CN->BR,290941,,621166
2023-05,CN->BR,290943,,256433.0
2023-05,CN->BR,290944,,12000
2023-05,CN->BR,290949,,280462.0
2023-05,CN->BR,290950,,21752.0
2023-05,CN->BR,290960,,650586.0
2023-05,CN->BR,291020,,38624
2023-05,CN->BR,291030,,368137
2023-05,CN->BR,291090,,92476
2023-05,CN->BR,291100,,5691
2023-05,CN->BR,291219,,744992.0
2023-05,CN->BR,291221,,5859
2023-05,CN->BR,291229,,237886
2023-05,CN->BR,291241,,561190
2023-05,CN->BR,291242,,546550
2023-05,CN->BR,291249,,129393.0
2023-05,CN->BR,291300,,39206
2023-05,CN->BR,291411,,82383
2023-05,CN->BR,291412,,220115
2023-05,CN->BR,291419,,36034.0
2023-05,CN->BR,291422,,113714
2023-05,CN->BR,291423,,234839.0
2023-05,CN->BR,291429,,1039214.0
2023-05,CN->BR,291439,,519217.0
2023-05,CN->BR,291440,,641011.0
2023-05,CN->BR,291450,,1178219
2023-05,CN->BR,291461,,2075
2023-05,CN->BR,291462,,1514877
2023-05,CN->BR,291469,,440338.0
2023-05,CN->BR,291479,,128617.0
2023-05,CN->BR,291511,,799159
2023-05,CN->BR,291512,,806458.0
2023-05,CN->BR,291513,,12719
2023-05,CN->BR,291521,,609438
2023-05,CN->BR,291529,,30018.0
2023-05,CN->BR,291531,,7213
2023-05,CN->BR,291532,,112130
2023-05,CN->BR,291533,,251825
2023-05,CN->BR,291539,,1292429.0
2023-05,CN->BR,291540,,152167.0
2023-05,CN->BR,291550,,403169.0
2023-05,CN->BR,291560,,293898.0
2023-05,CN->BR,291570,,364962.0
2023-05,CN->BR,291590,,476057.0
2023-05,CN->BR,291611,,914328.0
2023-05,CN->BR,291612,,4903670.0
2023-05,CN->BR,291613,,711105.0
2023-05,CN->BR,291614,,1392987.0
2023-05,CN->BR,291615,,38027.0
2023-05,CN->BR,291619,,1818252.0
2023-05,CN->BR,291620,,6767640.0
2023-05,CN->BR,291631,,736827.0
2023-05,CN->BR,291632,,120993
2023-05,CN->BR,291639,,672934.0
2023-05,CN->BR,291711,,228947
2023-05,CN->BR,291712,,132510.0
2023-05,CN->BR,291713,,225343.0
2023-05,CN->BR,291714,,1016712
2023-05,CN->BR,291719,,1533493.0
2023-05,CN->BR,291720,,388306
2023-05,CN->BR,291732,,163909
2023-05,CN->BR,291733,,186218
2023-05,CN->BR,291734,,200760
2023-05,CN->BR,291735,,1344039
2023-05,CN->BR,291739,,960381.0
2023-05,CN->BR,291811,,307741
2023-05,CN->BR,291812,,70
2023-05,CN->BR,291814,,970050
2023-05,CN->BR,291815,,689137
2023-05,CN->BR,291816,,697144.0
2023-05,CN->BR,291819,,125336.0
2023-05,CN->BR,291821,,169947.0
2023-05,CN->BR,291822,,1000
2023-05,CN->BR,291823,,842681
2023-05,CN->BR,291829,,847256.0
2023-05,CN->BR,291830,,1768926.0
2023-05,CN->BR,291899,,3679185.0
2023-05,CN->BR,291990,,414340.0
2023-05,CN->BR,292019,,513151.0
2023-05,CN->BR,292029,,544912
2023-05,CN->BR,292090,,276892.0
2023-05,CN->BR,292111,,7570
2023-05,CN->BR,292119,,1695781.0
2023-05,CN->BR,292121,,5371
2023-05,CN->BR,292129,,230291
2023-05,CN->BR,292130,,189007.0
2023-05,CN->BR,292141,,66147
2023-05,CN->BR,292142,,997380.0
2023-05,CN->BR,292143,,103.0
2023-05,CN->BR,292145,,26047
2023-05,CN->BR,292149,,40014
2023-05,CN->BR,292151,,874404.0
2023-05,CN->BR,292159,,296851.0
2023-05,CN->BR,292211,,1086875
2023-05,CN->BR,292212,,527402
2023-05,CN->BR,292219,,546710.0
2023-05,CN->BR,292221,,57284
2023-05,CN->BR,292229,,127723.0
2023-05,CN->BR,292239,,222200
2023-05,CN->BR,292241,,4862300.0
2023-05,CN->BR,292242,,821920.0
2023-05,CN->BR,292249,,4263578.0
2023-05,CN->BR,292250,,6899630.0
2023-05,CN->BR,292310,,422015
2023-05,CN->BR,292320,,2963
2023-05,CN->BR,292390,,1513105.0
2023-05,CN->BR,292419,,2777431.0
2023-05,CN->BR,292421,,1905907.0
2023-05,CN->BR,292429,,7448409.0
2023-05,CN->BR,292511,,683576
2023-05,CN->BR,292519,,1351261
2023-05,CN->BR,292529,,4581241.0
2023-05,CN->BR,292620,,495784
2023-05,CN->BR,292690,,8699223.0
2023-05,CN->BR,292700,,276223
2023-05,CN->BR,292800,,653795
2023-05,CN->BR,292910,,10963715.0
2023-05,CN->BR,292990,,718349.0
2023-05,CN->BR,293020,,206466.0
2023-05,CN->BR,293030,,91252.0
2023-05,CN->BR,293040,,253656
2023-05,CN->BR,293090,,22914308.0
2023-05,CN->BR,293148,,11860
2023-05,CN->BR,293149,,25209418.0
2023-05,CN->BR,293154,,47969
2023-05,CN->BR,293159,,58560
2023-05,CN->BR,293190,,1825899.0
2023-05,CN->BR,293212,,5595
2023-05,CN->BR,293213,,220022
2023-05,CN->BR,293214,,993297
2023-05,CN->BR,293219,,114333
2023-05,CN->BR,293220,,10736784
2023-05,CN->BR,293293,,236137
2023-05,CN->BR,293299,,6344709.0
2023-05,CN->BR,293311,,5071372.0
2023-05,CN->BR,293319,,13369106.0
2023-05,CN->BR,293321,,119673.0
2023-05,CN->BR,293329,,824781.0
2023-05,CN->BR,293331,,51127.0
2023-05,CN->BR,293339,,61461015.0
2023-05,CN->BR,293349,,160672.0
2023-05,CN->BR,293352,,2509
2023-05,CN->BR,293359,,1765903.0
2023-05,CN->BR,293361,,2610253
2023-05,CN->BR,293369,,9355148.0
2023-05,CN->BR,293371,,26119
2023-05,CN->BR,293379,,1737980
2023-05,CN->BR,293399,,27073065.0
2023-05,CN->BR,293410,,21180221.0
2023-05,CN->BR,293420,,2222977.0
2023-05,CN->BR,293430,,19
2023-05,CN->BR,293499,,38302835.0
2023-05,CN->BR,293590,,4901219.0
2023-05,CN->BR,293621,,1025422.0
2023-05,CN->BR,293622,,417726.0
2023-05,CN->BR,293623,,180151.0
2023-05,CN->BR,293624,,1403064.0
2023-05,CN->BR,293625,,592278.0
2023-05,CN->BR,293626,,639981.0
2023-05,CN->BR,293627,,2237255.0
2023-05,CN->BR,293628,,3425815.0
2023-05,CN->BR,293629,,1806457.0
2023-05,CN->BR,293690,,229463
2023-05,CN->BR,293719,,142761.0
2023-05,CN->BR,293721,,989197.0
2023-05,CN->BR,293722,,342920.0
2023-05,CN->BR,293723,,1139275.0
2023-05,CN->BR,293729,,1661259.0
2023-05,CN->BR,293750,,64
2023-05,CN->BR,293790,,50680
2023-05,CN->BR,293810,,15443
2023-05,CN->BR,293890,,853179.0
2023-05,CN->BR,293930,,828188
2023-05,CN->BR,293959,,18400
2023-05,CN->BR,293979,,322868.0
2023-05,CN->BR,294000,,1182207.0
2023-05,CN->BR,294110,,1986207.0
2023-05,CN->BR,294120,,223677.0
2023-05,CN->BR,294130,,1714723.0
2023-05,CN->BR,294140,,1773824.0
2023-05,CN->BR,294150,,25351.0
2023-05,CN->BR,294190,,9891541.0
2023-05,CN->BR,294200,,77487
2023-05,CN->BR,300120,,73479
2023-05,CN->BR,300190,,8008
2023-05,CN->BR,300212,,146265.0
2023-05,CN->BR,300213,,1424413
2023-05,CN->BR,300215,,336172
2023-05,CN->BR,300249,,725056.0
2023-05,CN->BR,300259,,265
2023-05,CN->BR,300290,,15895
2023-05,CN->BR,300310,,421132.0
2023-05,CN->BR,300320,,1113929.0
2023-05,CN->BR,300390,,2228899.0
2023-05,CN->BR,300439,,1089443.0
2023-05,CN->BR,300490,,305685.0
2023-05,CN->BR,300510,,1053409.0
2023-05,CN->BR,300590,,558466.0
2023-05,CN->BR,300610,,305760
2023-05,CN->BR,300640,,19690
2023-05,CN->BR,300670,,13410
2023-05,CN->BR,300691,,42499.0
2023-05,CN->BR,310100,,449470
2023-05,CN->BR,310210,,932509
2023-05,CN->BR,310221,,35209490
2023-05,CN->BR,310311,,1459203
2023-05,CN->BR,310319,,237021
2023-05,CN->BR,310390,,4952479
2023-05,CN->BR,310430,,645470
2023-05,CN->BR,310540,,3310535
2023-05,CN->BR,310559,,19282059
2023-05,CN->BR,310560,,656159
2023-05,CN->BR,310590,,454946
2023-05,CN->BR,320190,,41
2023-05,CN->BR,320210,,181224
2023-05,CN->BR,320300,,106368.0
2023-05,CN->BR,320411,,1895091
2023-05,CN->BR,320412,,286735
2023-05,CN->BR,320413,,95810
2023-05,CN->BR,320414,,4850
2023-05,CN->BR,320415,,1899954.0
2023-05,CN->BR,320416,,302855
2023-05,CN->BR,320417,,3861600
2023-05,CN->BR,320418,,207507.0
2023-05,CN->BR,320419,,631428.0
2023-05,CN->BR,320420,,159709.0
2023-05,CN->BR,320490,,48321
2023-05,CN->BR,320611,,20774018.0
2023-05,CN->BR,320619,,1491010.0
2023-05,CN->BR,320620,,177890
2023-05,CN->BR,320649,,19271.0
2023-05,CN->BR,320650,,45815.0
2023-05,CN->BR,320710,,68700
2023-05,CN->BR,320720,,7896
2023-05,CN->BR,320740,,5513
2023-05,CN->BR,320810,,14008
2023-05,CN->BR,320820,,822579.0
2023-05,CN->BR,320890,,39441.0
2023-05,CN->BR,320910,,26983
2023-05,CN->BR,320990,,23
2023-05,CN->BR,321000,,2
2023-05,CN->BR,321210,,458225
2023-05,CN->BR,321290,,145644.0
2023-05,CN->BR,321310,,78771
2023-05,CN->BR,321390,,1608
2023-05,CN->BR,321410,,1244850
2023-05,CN->BR,321490,,16242
2023-05,CN->BR,321511,,194567
2023-05,CN->BR,321519,,398333
2023-05,CN->BR,321590,,269250
2023-05,CN->BR,330112,,900
2023-05,CN->BR,330124,,3850
2023-05,CN->BR,330125,,16238.0
2023-05,CN->BR,330129,,369133.0
2023-05,CN->BR,330130,,3101
2023-05,CN->BR,330190,,55277.0
2023-05,CN->BR,330210,,25386
2023-05,CN->BR,330290,,138001.0
2023-05,CN->BR,330300,,21655.0
2023-05,CN->BR,330410,,400827
2023-05,CN->BR,330420,,890169.0
2023-05,CN->BR,330430,,432660
2023-05,CN->BR,330491,,245071
2023-05,CN->BR,330499,,253517.0
2023-05,CN->BR,330510,,28675
2023-05,CN->BR,330590,,29486
2023-05,CN->BR,330620,,103915
2023-05,CN->BR,340111,,115242
2023-05,CN->BR,340119,,1577
2023-05,CN->BR,340130,,4000
2023-05,CN->BR,340231,,29579
2023-05,CN->BR,340239,,2165222.0
2023-05,CN->BR,340241,,8715
2023-05,CN->BR,340242,,1477608
2023-05,CN->BR,340249,,67923
2023-05,CN->BR,340250,,4
2023-05,CN->BR,340290,,432147.0
2023-05,CN->BR,340319,,26618
2023-05,CN->BR,340399,,142250
2023-05,CN->BR,340420,,162536.0
2023-05,CN->BR,340490,,824763.0
2023-05,CN->BR,340530,,16538
2023-05,CN->BR,340540,,42
2023-05,CN->BR,340600,,35021
2023-05,CN->BR,340700,,248950.0
2023-05,CN->BR,350220,,14900
2023-05,CN->BR,350300,,177955.0
2023-05,CN->BR,350400,,2284822.0
2023-05,CN->BR,350510,,14450
2023-05,CN->BR,350520,,584
2023-05,CN->BR,350610,,3877893.0
2023-05,CN->BR,350691,,2883411.0
2023-05,CN->BR,350699,,351079
2023-05,CN->BR,350710,,2470
2023-05,CN->BR,350790,,3694097.0
2023-05,CN->BR,360410,,63105
2023-05,CN->BR,360490,,276830
2023-05,CN->BR,360690,,113819
2023-05,CN->BR,370110,,412827.0
2023-05,CN->BR,370120,,17710.0
2023-05,CN->BR,370130,,118758.0
2023-05,CN->BR,370310,,6608.0
2023-05,CN->BR,370320,,33654
2023-05,CN->BR,370500,,9830
2023-05,CN->BR,370790,,295394.0
2023-05,CN->BR,380110,,861429
2023-05,CN->BR,380130,,562919
2023-05,CN->BR,380190,,9323
2023-05,CN->BR,380210,,191996
2023-05,CN->BR,380290,,215642.0
2023-05,CN->BR,380590,,4589
2023-05,CN->BR,380620,,55433
2023-05,CN->BR,380630,,451
2023-05,CN->BR,380859,,6000
2023-05,CN->BR,380862,,1819842
2023-05,CN->BR,380869,,3567340
2023-05,CN->BR,380891,,16368368.0
2023-05,CN->BR,380892,,1617476.0
2023-05,CN->BR,380893,,37889529.0
2023-05,CN->BR,380894,,685582.0
2023-05,CN->BR,380899,,1193866.0
2023-05,CN->BR,380991,,133059.0
2023-05,CN->BR,380992,,153115
2023-05,CN->BR,380993,,538843
2023-05,CN->BR,381010,,21324
2023-05,CN->BR,381090,,22140
2023-05,CN->BR,381121,,712495.0
2023-05,CN->BR,381129,,139008
2023-05,CN->BR,381190,,19704
2023-05,CN->BR,381210,,359991
2023-05,CN->BR,381231,,463348
2023-05,CN->BR,381239,,362837.0
2023-05,CN->BR,381400,,128145
2023-05,CN->BR,381512,,1151680.0
2023-05,CN->BR,381519,,567371
2023-05,CN->BR,381590,,155492.0
2023-05,CN->BR,381600,,34566.0
2023-05,CN->BR,381900,,6489
2023-05,CN->BR,382000,,131
2023-05,CN->BR,382100,,196284
2023-05,CN->BR,382211,,3552
2023-05,CN->BR,382212,,262411
2023-05,CN->BR,382219,,2217154.0
2023-05,CN->BR,382290,,485578
2023-05,CN->BR,382319,,54959
2023-05,CN->BR,382370,,103392.0
2023-05,CN->BR,382410,,3387
2023-05,CN->BR,382430,,3209
2023-05,CN->BR,382440,,263977
2023-05,CN->BR,382450,,30444
2023-05,CN->BR,382499,,4157902.0
2023-05,CN->BR,382761,,455361
2023-05,CN->BR,382763,,714375
2023-05,CN->BR,382764,,233976
2023-05,CN->BR,390110,,199357.0
2023-05,CN->BR,390120,,798520.0
2023-05,CN->BR,390130,,295633
2023-05,CN->BR,390140,,89424
2023-05,CN->BR,390190,,1820879.0
2023-05,CN->BR,390210,,5997840.0
2023-05,CN->BR,390220,,10098
2023-05,CN->BR,390230,,837075
2023-05,CN->BR,390290,,102191
2023-05,CN->BR,390311,,2247050
2023-05,CN->BR,390319,,136790
2023-05,CN->BR,390320,,643583
2023-05,CN->BR,390330,,460303.0
2023-05,CN->BR,390390,,185116.0
2023-05,CN->BR,390410,,698
2023-05,CN->BR,390422,,298961
2023-05,CN->BR,390430,,4282
2023-05,CN->BR,390450,,1616500
2023-05,CN->BR,390461,,544654.0
2023-05,CN->BR,390469,,697564.0
2023-05,CN->BR,390519,,95076
2023-05,CN->BR,390521,,11760
2023-05,CN->BR,390529,,1354205
2023-05,CN->BR,390530,,972537
2023-05,CN->BR,390591,,56222
2023-05,CN->BR,390599,,717979.0
2023-05,CN->BR,390610,,250401
2023-05,CN->BR,390690,,7456831.0
2023-05,CN->BR,390710,,800519.0
2023-05,CN->BR,390729,,13452211.0
2023-05,CN->BR,390730,,2360679.0
2023-05,CN->BR,390740,,3383945
2023-05,CN->BR,390761,,460462
2023-05,CN->BR,390769,,11132
2023-05,CN->BR,390791,,664
2023-05,CN->BR,390799,,2895254.0
2023-05,CN->BR,390810,,4486229.0
2023-05,CN->BR,390890,,2156029
2023-05,CN->BR,390910,,11473
2023-05,CN->BR,390920,,72
2023-05,CN->BR,390931,,5924987
2023-05,CN->BR,390940,,1246370.0
2023-05,CN->BR,390950,,3521996.0
2023-05,CN->BR,391000,,2654158.0
2023-05,CN->BR,391110,,1326314.0
2023-05,CN->BR,391120,,23832
2023-05,CN->BR,391190,,1552836.0
2023-05,CN->BR,391231,,215001.0
2023-05,CN->BR,391239,,3857844
2023-05,CN->BR,391290,,78101
2023-05,CN->BR,391310,,445659
2023-05,CN->BR,391390,,2905253.0
2023-05,CN->BR,391400,,926969.0
2023-05,CN->BR,391590,,15522
2023-05,CN->BR,391610,,56974
2023-05,CN->BR,391620,,425917
2023-05,CN->BR,391690,,440566.0
2023-05,CN->BR,391710,,1322732.0
2023-05,CN->BR,391721,,404941
2023-05,CN->BR,391722,,14604
2023-05,CN->BR,391723,,70711
2023-05,CN->BR,391729,,175402
2023-05,CN->BR,391731,,275420
2023-05,CN->BR,391732,,384602.0
2023-05,CN->BR,391733,,224411
2023-05,CN->BR,391739,,868522
2023-05,CN->BR,391740,,778078
2023-05,CN->BR,391810,,3038715
2023-05,CN->BR,391890,,249871
2023-05,CN->BR,391910,,2615800.0
2023-05,CN->BR,391990,,8667550.0
2023-05,CN->BR,392010,,2418453.0
2023-05,CN->BR,392020,,2117176.0
2023-05,CN->BR,392030,,20048
2023-05,CN->BR,392043,,1366591.0
2023-05,CN->BR,392049,,1723658
2023-05,CN->BR,392051,,1802717
2023-05,CN->BR,392059,,44956
2023-05,CN->BR,392061,,412282
2023-05,CN->BR,392062,,987533.0
2023-05,CN->BR,392063,,19857
2023-05,CN->BR,392069,,331799
2023-05,CN->BR,392071,,214355
2023-05,CN->BR,392073,,10338.0
2023-05,CN->BR,392091,,1707906
2023-05,CN->BR,392092,,89909
2023-05,CN->BR,392094,,1
2023-05,CN->BR,392099,,883616.0
2023-05,CN->BR,392111,,45861
2023-05,CN->BR,392112,,382055
2023-05,CN->BR,392113,,2635912
2023-05,CN->BR,392114,,518
2023-05,CN->BR,392119,,1027526
2023-05,CN->BR,392190,,3740451.0
2023-05,CN->BR,392210,,148922
2023-05,CN->BR,392220,,399482
2023-05,CN->BR,392290,,542090
2023-05,CN->BR,392310,,276820.0
2023-05,CN->BR,392321,,890699.0
2023-05,CN->BR,392329,,517908.0
2023-05,CN->BR,392330,,1839425
2023-05,CN->BR,392340,,9810
2023-05,CN->BR,392350,,1404227
2023-05,CN->BR,392390,,899016.0
2023-05,CN->BR,392410,,4292540
2023-05,CN->BR,392490,,3544261
2023-05,CN->BR,392510,,7805
2023-05,CN->BR,392520,,615002
2023-05,CN->BR,392530,,242843
2023-05,CN->BR,392590,,327691.0
2023-05,CN->BR,392610,,257040
2023-05,CN->BR,392620,,2983557
2023-05,CN->BR,392630,,1115997
2023-05,CN->BR,392640,,629250
2023-05,CN->BR,392690,,14888616.0
2023-05,CN->BR,400110,,10
2023-05,CN->BR,400129,,1209
2023-05,CN->BR,400211,,28080
2023-05,CN->BR,400219,,102555.0
2023-05,CN->BR,400220,,71363
2023-05,CN->BR,400231,,90587
2023-05,CN->BR,400239,,52921
2023-05,CN->BR,400249,,134223
2023-05,CN->BR,400259,,31086
2023-05,CN->BR,400270,,6371
2023-05,CN->BR,400299,,925800.0
2023-05,CN->BR,400300,,262494
2023-05,CN->BR,400510,,51278.0
2023-05,CN->BR,400591,,591963
2023-05,CN->BR,400599,,14
2023-05,CN->BR,400690,,90122
2023-05,CN->BR,400700,,5723.0
2023-05,CN->BR,400811,,376344
2023-05,CN->BR,400819,,2251
2023-05,CN->BR,400821,,440856
2023-05,CN->BR,400829,,31044
2023-05,CN->BR,400911,,152704
2023-05,CN->BR,400912,,100750.0
2023-05,CN->BR,400921,,1862341.0
2023-05,CN->BR,400922,,670168.0
2023-05,CN->BR,400931,,651889
2023-05,CN->BR,400932,,295698.0
2023-05,CN->BR,400941,,147577
2023-05,CN->BR,400942,,83135.0
2023-05,CN->BR,401011,,1236232
2023-05,CN->BR,401012,,3424963
2023-05,CN->BR,401019,,387821
2023-05,CN->BR,401031,,557221
2023-05,CN->BR,401032,,363606
2023-05,CN->BR,401033,,52825
2023-05,CN->BR,401034,,173690
2023-05,CN->BR,401035,,267558
2023-05,CN->BR,401036,,13915
2023-05,CN->BR,401039,,843523
2023-05,CN->BR,401110,,35645123
2023-05,CN->BR,401120,,7251057
2023-05,CN->BR,401130,,22
2023-05,CN->BR,401140,,828248
2023-05,CN->BR,401150,,796334
2023-05,CN->BR,401170,,1004375.0
2023-05,CN->BR,401180,,3223951
2023-05,CN->BR,401190,,3237191
2023-05,CN->BR,401290,,57519.0
2023-05,CN->BR,401310,,491867
2023-05,CN->BR,401320,,737946
2023-05,CN->BR,401390,,2673786
2023-05,CN->BR,401410,,2017398
2023-05,CN->BR,401490,,160081.0
2023-05,CN->BR,401512,,1380241
2023-05,CN->BR,401519,,1627972
2023-05,CN->BR,401590,,15166
2023-05,CN->BR,401610,,480050.0
2023-05,CN->BR,401691,,182587
2023-05,CN->BR,401692,,390301
2023-05,CN->BR,401693,,3458716
2023-05,CN->BR,401694,,81216
2023-05,CN->BR,401695,,126907
2023-05,CN->BR,401699,,2990975
2023-05,CN->BR,401700,,35112
2023-05,CN->BR,411310,,428
2023-05,CN->BR,411420,,1289
2023-05,CN->BR,420100,,294552.0
2023-05,CN->BR,420211,,9699
2023-05,CN->BR,420212,,7412612.0
2023-05,CN->BR,420219,,86611
2023-05,CN->BR,420221,,10739
2023-05,CN->BR,420222,,5598827.0
2023-05,CN->BR,420229,,189650
2023-05,CN->BR,420231,,25736
2023-05,CN->BR,420232,,1100232
2023-05,CN->BR,420239,,16496
2023-05,CN->BR,420291,,10117
2023-05,CN->BR,420292,,8170819
2023-05,CN->BR,420299,,855084
2023-05,CN->BR,420310,,201632
2023-05,CN->BR,420321,,33398
2023-05,CN->BR,420329,,30170
