corridor,hs6,desc,recent_avg_usd,baseline_avg_usd,growth_pct,z_score,recent_months,score
CN->US,291713,"AZELAIC ACID, SEBACIC ACID, THEIR SALTS AND ESTERS",1746227,784175,122.7,1.99,"2026-04,2026-05,2026-06",12.399966169985236
CN->US,200310,MUSHROOMS PREP/PRES EX BY VINEGAR/ACETIC ACID,299598,148749,101.4,2.26,"2026-04,2026-05,2026-06",12.374703622476789
CN->US,854081,RECEIVER OR AMPLIFIER TUBES,161642,83188,94.3,2.36,"2026-04,2026-05,2026-06",12.292573796685605
CN->US,381220,COMPOUND PLASTICIZERS FOR RUBBER OR PLASTICS,235987,84269,180.0,2.28,"2026-04,2026-05,2026-06",12.249592951672323
CN->US,820780,TOOLS FOR TURNING OF BASE METAL,532391,362494,46.9,2.14,"2026-04,2026-05,2026-06",12.245474999311497
CN->US,870321,"PASS MTR VEH, SPARK IGN ENG, NOT OV 1,000 CC",24433522,9548678,155.9,1.65,"2026-04,2026-05,2026-06",12.19014158094163
CN->US,852359,"SEMICONDUCTOR MEDIA, RCRDNG SOUND/OTH PHENOM NESOI",592078,344297,72.0,2.11,"2026-04,2026-05,2026-06",12.188526947539367
CN->US,852499,"FLAT PANEL DISPLAT MODULES, NESOI",1789751,994344,80.0,1.93,"2026-04,2026-05,2026-06",12.097591396806983
CN->US,700721,"LAMINATED SAFETY GLASS FOR VEHICLES, AIRCRAFT ETC.",3136545,1925500,62.9,1.85,"2026-04,2026-05,2026-06",12.021466190040037
CN->US,820810,KNVS A CTTNG BLDS F MTL WRKNG A PRTS,739054,551789,33.9,2.02,"2026-04,2026-05,2026-06",11.881773423679968
CN->US,290559,"HALO,SULFO,NITRO OR NITROS DER OF ACYC ALOHL,NESOI",921435,467904,96.9,1.98,"2026-04,2026-05,2026-06",11.836795543597153
CN->US,610452,"W/G SKIRTS AND DIVIDED SKIRTS OF COTTON, KNIT",1162175,760686,52.8,1.94,"2026-04,2026-05,2026-06",11.758526920355001
CN->US,810490,"MAGNESIUM AND ARTICLES THEREOF, NESOI",815703,386232,111.2,1.98,"2026-04,2026-05,2026-06",11.713628497991758
CN->US,551211,WV FB SYN S F >=85% SYN ST FB >=85% PLY SF UBL/BLC,191510,90171,112.4,2.21,"2026-04,2026-05,2026-06",11.66286229875919
CN->US,760529,AL WIR NT ALY OF WHI TH MAX C-S DIM IS 7MM OR LSS,124506,62227,100.1,2.29,"2026-04,2026-05,2026-06",11.647926327435115
CN->US,285000,HYDRIDS/NITRIDS/AZIDS/SILICIDS ETC W/NT CHEM DEFND,1311857,709555,84.9,1.9,"2026-04,2026-05,2026-06",11.626662496512438
CN->US,390690,"ACRYLIC POLYMERS NESOI, IN PRIMARY FORMS",6141677,3988287,54.0,1.71,"2026-04,2026-05,2026-06",11.614309050751261
CN->US,621490,"SHAWLS SCARVES AND THE LIKE TEXTILE MTRL NESOI,NKT",437707,258789,69.1,2.05,"2026-04,2026-05,2026-06",11.559350185586577
CN->US,080292,"PINE NUTS, SHELLED, FRESH OR DRIED",3893724,1366884,184.9,1.73,"2026-04,2026-05,2026-06",11.388312698132255
CN->US,600538,"WARP KT FAB,SYNT, YARNS OF DIFFERENT COLORS",374750,214555,74.7,2.03,"2026-04,2026-05,2026-06",11.314663306643284
CN->US,081350,"MIXTURES OF DRIED FRUITS, NUTS, OR FRUITS AND NUTS",307878,166484,84.9,2.06,"2026-04,2026-05,2026-06",11.303336495507352
CN->US,200990,MIXTURES OF FRUIT AND/OR VEGETABLE JUICES,131387,55570,136.4,2.2,"2026-04,2026-05,2026-06",11.276517309579615
CN->US,400299,SYNTHETIC RUB & FACTICE DERIVED FROM OILS NESOI,349158,192763,81.1,2.03,"2026-04,2026-05,2026-06",11.271023177651465
CN->US,340490,"ARTIFICIAL WAXES AND PREPARED WAXES, NESOI",710166,427373,66.2,1.92,"2026-04,2026-05,2026-06",11.260074346074486
CN->US,680790,ARTICLES OF ASPHALT ETC NESOI,101040,37494,169.5,2.25,"2026-04,2026-05,2026-06",11.241962793387792
CN->US,930599,"PARTS & ACCES. OF ARTIC. OF HED 9303-9304, NESOI",3023496,1684693,79.5,1.73,"2026-04,2026-05,2026-06",11.226415420308358
CN->US,300259,"CELL CULTURES, WHETHER OR NOT MODIFIED, NESOI",689106,342686,101.1,1.92,"2026-04,2026-05,2026-06",11.200091854907363
CN->US,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETAIL PK",2588972,1554818,66.5,1.74,"2026-04,2026-05,2026-06",11.139268209215224
CN->US,400829,"RODS OF VULCANIZED RUB, OF NONCELLULAR RUB, NESOI",306424,185483,65.2,2.02,"2026-04,2026-05,2026-06",11.104391310955322
CN->US,283911,SODIUM METASILICATES,214093,105036,103.8,2.07,"2026-04,2026-05,2026-06",11.05933839859638
CN->US,500500,YARN SPUN FROM SILK WASTE NOT PUT UP RETAIL SALE,158919,41961,278.7,2.12,"2026-04,2026-05,2026-06",11.000894672123138
CN->US,890322,SAILBOATS OF A LENGTH 7.5 M - 24 M,301392,39511,662.8,2.0,"2026-04,2026-05,2026-06",10.949769914081319
CN->US,810299,"MOLYBDENUM AND ARTICLES THEREOF, NESOI",682239,404147,68.8,1.87,"2026-04,2026-05,2026-06",10.925748268443144
CN->US,390810,"POLYAMIDE-6,-11,-12,-6,6,-6,9,-6,10 OR -6,12",1389088,863043,61.0,1.77,"2026-04,2026-05,2026-06",10.869114577655711
CN->US,283410,NITRITES,820785,328494,149.9,1.83,"2026-04,2026-05,2026-06",10.818627710339712
CN->US,110819,"STARCHES, NESOI",132214,71580,84.7,2.11,"2026-04,2026-05,2026-06",10.802547443514005
CN->US,381090,"FLUXES & OTH AUXILIARY PREP, SOLDERING, ETC, NESOI",199637,128720,55.1,2.02,"2026-04,2026-05,2026-06",10.703971130237075
CN->US,722840,OTH BRS RDS OTH ALLOY STL NT FRTHR WRKD THN FORGED,974554,481727,102.3,1.78,"2026-04,2026-05,2026-06",10.657441035886944
CN->US,292310,CHOLINE AND ITS SALTS,1084385,710129,52.7,1.76,"2026-04,2026-05,2026-06",10.637285042438767
CN->US,290715,NAPHTHOLS AND THEIR SALTS,542550,252205,115.1,1.85,"2026-04,2026-05,2026-06",10.58271680159329
CN->US,280429,"RARE GASES, OTHER THAN ARGON",1017100,483191,110.5,1.75,"2026-04,2026-05,2026-06",10.532823364366415
CN->US,290129,"ACYCLIC HYDROCARBONS, UNSATURATED NESOI",277713,113848,143.9,1.93,"2026-04,2026-05,2026-06",10.523733982271413
CN->US,290341,TRIFLUOROMETHANE (HFC-23),311369,146896,112.0,1.9,"2026-04,2026-05,2026-06",10.421089524877887
CN->US,281520,POTASSIUM HYDROXIDE (CAUSTIC POTASH),170118,60656,180.5,1.99,"2026-04,2026-05,2026-06",10.407154069240704
CN->US,681182,"SHEETS, PANELS, TILES ETC, CELL FIBER-CEMENT NESOI",1490127,919956,62.0,1.68,"2026-04,2026-05,2026-06",10.367995299118851
CN->US,960840,PROPELLING OR SLIDING PENCILS,2229909,1253079,78.0,1.62,"2026-04,2026-05,2026-06",10.314719396099575
CN->US,970310,"ORIG SCULPTURE, STATUARY OVER 100 YRS ANY MATERIAL",344279,88249,290.1,1.86,"2026-04,2026-05,2026-06",10.312932638250471
CN->US,252922,FLUORSPAR OV 97% OF CALCIUM FLUORD BY WGHT,333196,159288,109.2,1.86,"2026-04,2026-05,2026-06",10.299776011843774
CN->US,847621,AUTO BEVERAGE VENDING MACH INC HEAT OR REFRIG DEV,268829,107338,150.5,1.9,"2026-04,2026-05,2026-06",10.290292935637762
CN->US,200880,"STRAWBERRIES, PREPARED OR PRESERVED NESOI",302093,107052,182.2,1.87,"2026-04,2026-05,2026-06",10.227199183377019
CN->US,293626,VITAMIN B12 AND ITS DERIVATIVES,3535298,2130676,65.9,1.56,"2026-04,2026-05,2026-06",10.19462872706273
CN->US,841319,"PUMPS FITTED WITH MEASURING DEVICE, NESOI",2383261,1457115,63.6,1.6,"2026-04,2026-05,2026-06",10.18886702574323
CN->US,390591,"COPOLYMERS OF VINYL ESTERS,IN PRIMARY FORMS, NESOI",733858,400302,83.3,1.72,"2026-04,2026-05,2026-06",10.072645624525979
CN->US,847590,PARTS OF MACH FOR ASSMBL ELEC LAMP ETC MFG GLSSWRE,646745,425507,52.0,1.73,"2026-04,2026-05,2026-06",10.067630288771186
CN->US,391211,"CELLULOSE ACETATES, NONPLASTICIZED, PR FMS",735464,147854,397.4,1.71,"2026-04,2026-05,2026-06",10.060342708736693
CN->US,660320,"UMBRELLA FRAMES, MOUNTED, SHAFT/STICK",1509152,839744,79.7,1.62,"2026-04,2026-05,2026-06",10.008255121464638
CN->US,290949,ETHER-ALCOHOLS AND THEIR HALO ETC DERIV NESOI,854098,542289,57.5,1.68,"2026-04,2026-05,2026-06",9.937988307374756
CN->US,420340,"CLOTHING ACCESS NESOI, LEATHER OR COMPOS LEATHER",172680,107930,60.0,1.89,"2026-04,2026-05,2026-06",9.92299486758104
CN->US,320415,VAT DYES & PREPARATIONS BASED THEREON,438258,177964,146.3,1.76,"2026-04,2026-05,2026-06",9.909270270544507
CN->US,880790,"PARTS OF GOODS OF HEADING 8801, 8802 OR 8806 NESOI",241093,107359,124.6,1.83,"2026-04,2026-05,2026-06",9.872605183427181
CN->US,060319,"FRESH CUT FLOWERS & BUDS FOR BOUQUEST,NES",149133,35226,323.4,1.9,"2026-04,2026-05,2026-06",9.846634698271709
CN->US,681513,"ARTICLES OF CARBON FIBERS FOR NON-ELEC USES, NESOI",1525046,821503,85.6,1.59,"2026-04,2026-05,2026-06",9.835992553086017
CN->US,320649,COLORING MATTER AND PREPARATIONS NESOI,1942965,1221242,59.1,1.55,"2026-04,2026-05,2026-06",9.766743858629175
CN->US,961310,"POCKET LIGHTERS, GAS FUELED, NONREFILLABLE",884386,576477,53.4,1.64,"2026-04,2026-05,2026-06",9.748137161876004
CN->US,071021,"PEAS, RAW COOKED IN BOILING WATER, FROZEN",275042,139402,97.3,1.78,"2026-04,2026-05,2026-06",9.689946277279585
CN->US,811300,"CERMETS AND ARTICLES THEREOF, INC WASTE AND SCRAP",705122,390371,80.6,1.65,"2026-04,2026-05,2026-06",9.670534014262651
CN->US,843319,MOWERS FOR LAWNS EXC PWRD W HORZNTL ROTATING CUTTR,2375423,1498598,58.5,1.51,"2026-04,2026-05,2026-06",9.61096693648939
CN->US,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIODIESL,248760,143924,72.8,1.78,"2026-04,2026-05,2026-06",9.590080518949557
CN->US,282619,"FLUORIDES, NESOI",994986,618212,60.9,1.58,"2026-04,2026-05,2026-06",9.50245370036646
CN->US,441920,TABLEWARE AND KITCHENWARE OF TROPICAL WOOD,1640211,1049898,56.2,1.53,"2026-04,2026-05,2026-06",9.493592184001917
CN->US,321511,"PRINTING INK, BLACK",142249,69737,104.0,1.84,"2026-04,2026-05,2026-06",9.481333566364349
CN->US,392510,"RESERVOIRS, TANKS, ETC,OVER 300 LITERS, PLASTIC",147191,58099,153.3,1.83,"2026-04,2026-05,2026-06",9.476894040481824
CN->US,846225,NUMERIC CONTROL ROLL FORM MACH FOR FLAT METAL PROD,271706,72921,272.6,1.74,"2026-04,2026-05,2026-06",9.468383466723187
CN->US,390461,"POLYTETRAFLUOROETHYLENE (PTFE), PR FMS",1780298,1125305,58.2,1.5,"2026-04,2026-05,2026-06",9.371028919590543
CN->US,340420,ARTIFICIAL WAXES OF POLYETHYLENE GLYCOL,418842,220508,89.9,1.66,"2026-04,2026-05,2026-06",9.350575820294004
CN->US,250810,"BENTONITE, INCLUDING CALCINED",549143,253606,116.5,1.63,"2026-04,2026-05,2026-06",9.345067513508795
CN->US,843049,"BORING OR SINKING MACH NESOI, NOT SELF-PROPELLED",1041586,477299,118.2,1.54,"2026-04,2026-05,2026-06",9.287059792501987
CN->US,284020,"BORATES, NESOI",187157,84816,120.7,1.76,"2026-04,2026-05,2026-06",9.262387447176412
CN->US,401035,"ENDLESS SYNCHRON BLT, CIRCUMFERENCE >60CM <150CM",261343,159092,64.3,1.69,"2026-04,2026-05,2026-06",9.145413964168048
CN->US,080521,"MANDARINS (INCL TANGERINES AND SATSUMAS), FRESH/DR",122673,42643,187.7,1.8,"2026-04,2026-05,2026-06",9.1426452022373
CN->US,843510,"PRESS,CRUSH & SIM MAC,USE IN MANUF OF FRUIT JUICES",241815,138498,74.6,1.68,"2026-04,2026-05,2026-06",9.054088932096784
CN->US,842710,SELF-PROPELLED LIFTING ETC TRUCKS WITH ELECT MOTOR,50342792,31742102,58.6,1.18,"2026-04,2026-05,2026-06",9.049950995850796
CN->US,843039,"COAL OR ROCK CUTTERS & TUNNEL MACH, NESOI",450458,208053,116.5,1.59,"2026-04,2026-05,2026-06",8.999720589221402
CN->US,020810,"RABBIT OR HARE MEAT & OFFAL FRESH, CHILLED, FROZEN",326194,152946,113.3,1.63,"2026-04,2026-05,2026-06",8.986991417900013
CN->US,320412,"ACID DYES & PREPS, MORDANT DYES & PREPS",213809,111667,91.5,1.67,"2026-04,2026-05,2026-06",8.917533748115144
CN->US,071234,DRIED SHIITAKE (LENTINUS EDODES),480260,299054,60.6,1.57,"2026-04,2026-05,2026-06",8.91643478849608
CN->US,920890,"FAIRGROUND ORGANS, MUSIC SAWS, CALL HORN ETC NESOI",243288,146728,65.8,1.65,"2026-04,2026-05,2026-06",8.909940284841602
CN->US,640610,FOOTWEAR UPPERS AND UPPER PARTS EXCEPT STIFFENERS,762393,418504,82.2,1.51,"2026-04,2026-05,2026-06",8.906512700182915
CN->US,701912,GLASS FIBER ROVINGS,4145140,2761689,50.1,1.33,"2026-04,2026-05,2026-06",8.83425793709973
CN->US,820900,"PLATES, STICKS TIPS ETC F TOOLS UNMOUNTD CERMETS",6726177,4398176,52.9,1.29,"2026-04,2026-05,2026-06",8.81748951402562
CN->US,290930,"AROMATIC ETHERS AND THEIR HALO, SULFO ETC DERIV",2203293,1138867,93.5,1.38,"2026-04,2026-05,2026-06",8.775846147295475
CN->US,901110,STEREOSCOPIC MICROSCOPES,1045844,696533,50.2,1.46,"2026-04,2026-05,2026-06",8.770674053818743
CN->US,550410,"ARTIF STP FIB NT CRD, CMB OR PRSD SPNG, VIS RAYON",2682369,1507168,78.0,1.36,"2026-04,2026-05,2026-06",8.725223653973407
CN->US,283531,SODIUM TRIPHOSPHATE (SODIUM TRIPOLYPHOSPHATE),956537,619852,54.3,1.45,"2026-04,2026-05,2026-06",8.679019564403623
CN->US,848060,MOLDS FOR MINERAL MATERIALS,2311697,1479132,56.3,1.36,"2026-04,2026-05,2026-06",8.677902997710856
CN->US,390319,"POLYSTYRENE NESOI, PR FMS",558624,244888,128.1,1.51,"2026-04,2026-05,2026-06",8.677865558800203
CN->US,280910,DIPHOSPHORUS PENTAOXIDE,541975,190638,184.3,1.51,"2026-04,2026-05,2026-06",8.675843976127853
CN->US,871496,"PEDALS AND CRANK-GEAR, PARTS OF BICYCLES ETC.",313414,181692,72.5,1.57,"2026-04,2026-05,2026-06",8.622239760580129
CN->US,740729,"BARS RODS PROFILES OF OTHER COPPER ALLOYS, NESOI",996966,473134,110.7,1.43,"2026-04,2026-05,2026-06",8.5624717401118
CN->US,392119,"PLATES, SHEETS ETC. NESOI, CELLULAR PLASTIC NESOI",6178508,3602926,71.5,1.25,"2026-04,2026-05,2026-06",8.487054907981022
CN->US,230210,BRAN SHARPS & OTH RESIDUES DERIVED FRM MILLNG CORN,274487,76598,258.3,1.55,"2026-04,2026-05,2026-06",8.446034781301389
CN->US,284390,"ORGANIC COMPOUND PRECIOUS METAL; AMALGRAMS, NESOI",219582,96954,126.5,1.58,"2026-04,2026-05,2026-06",8.440797805273442
CN->US,846249,"PUNCH,NOTCH/NIBBLING MACH FLAT METAL PROD NESOI",294459,169659,73.6,1.54,"2026-04,2026-05,2026-06",8.432591618937161
CN->US,030384,"SEABASS, FROZEN",174416,93086,87.4,1.6,"2026-04,2026-05,2026-06",8.370975381067687
CN->US,290899,"HALOGN.,SULFON.,NITRAT.,NITROSATD DERIV OF PHENOLS",209133,72144,189.9,1.57,"2026-04,2026-05,2026-06",8.35539044242706
CN->US,550340,"SYN STP FIB NT CRD, CMB OR PRSD SPNG, POLYPROPLENE",104171,35167,196.2,1.67,"2026-04,2026-05,2026-06",8.355036525352434
CN->US,130190,"NATURAL GUMS, GUM RESINS, RESINS AND BALSAMS NESOI",661151,254722,159.6,1.42,"2026-04,2026-05,2026-06",8.270060037101704
CN->US,160413,"SARDINES/SARDINELLA/BRISLING PREP/PRES, NOT MINCED",424772,246271,72.5,1.46,"2026-04,2026-05,2026-06",8.216275703471808
CN->US,380690,DERIV OF ROS & RES ACID NESOI; SPIRIT ETC; RUN GUM,550911,302528,82.1,1.42,"2026-04,2026-05,2026-06",8.150019476101756
CN->US,848610,MACHINES FOR THE MANUFACTURE OF BOULES OR WAFERS,1719133,738420,132.8,1.3,"2026-04,2026-05,2026-06",8.10088078691251
CN->US,370242,"PHOT FLM NO SPROCKET HLS,OV 610MM& OV200MM EXC CLR",329834,208786,58.0,1.47,"2026-04,2026-05,2026-06",8.088804800506422
CN->US,282612,FLUORIDES OF ALUMINUM,164887,65821,150.5,1.55,"2026-04,2026-05,2026-06",8.078964713960989
CN->US,293959,"THEOPHYLLINE AND AMINOPHYLLINE &DERIV & SALTS, NES",193471,55100,251.1,1.53,"2026-04,2026-05,2026-06",8.076213215587682
CN->US,722240,"ANGLES, SHAPES AND SECTIONS OF STAINLESS STEEL",438202,246604,77.7,1.42,"2026-04,2026-05,2026-06",7.987165061383517
CN->US,480591,"PPR/PBRD,UNCT, WT<=150G/M2, ROLLS/SHEETT, NESOI",116608,43408,168.6,1.56,"2026-04,2026-05,2026-06",7.897654354332072
CN->US,821591,"SPNS FRKS LDLS ETC, BS MTL PTS, PRC MTL PLTD,NT ST",123405,58528,110.8,1.54,"2026-04,2026-05,2026-06",7.819859680873056
CN->US,381129,"ADDITIVES FOR LUBRICATING OILS, NESOI",415912,239855,73.4,1.37,"2026-04,2026-05,2026-06",7.692459767163896
CN->US,350300,"GELATIN & DERIV; ISINGLASS; GLUES, ANIMAL OR NESOI",1763416,1169598,50.8,1.23,"2026-04,2026-05,2026-06",7.687573019453802
CN->US,620791,"MEN'S OR BOYS' SINGLETS ETC, NOT KNIT, OF COTTON",552058,326438,69.1,1.34,"2026-04,2026-05,2026-06",7.687033846988565
CN->US,281119,"INORGANIC ACIDS, NESOI",1774750,1136203,56.2,1.22,"2026-04,2026-05,2026-06",7.647600382554549
CN->US,950830,FAIRGROUND AMUSEMENTS,725765,428142,69.5,1.29,"2026-04,2026-05,2026-06",7.537778938668539
CN->US,391110,"PETROLEUM RESINS,COUMARONE RESINS,ETC,POLYTERPENES",3313905,2053847,61.4,1.15,"2026-04,2026-05,2026-06",7.5216257197384655
CN->US,281212,PHOSPHORUS OXYCHLORIDE,121116,32202,276.1,1.47,"2026-04,2026-05,2026-06",7.477919460213542
CN->US,847681,AUTO GOODS-VENDING MACH WITH HEAT OR REFRIG DEVICE,1307731,720768,81.4,1.22,"2026-04,2026-05,2026-06",7.468789883596735
CN->US,290621,BENZYL ALCOHOL,288097,131844,118.5,1.37,"2026-04,2026-05,2026-06",7.458665747235814
CN->US,440890,"VENEER SHEET ETC, NOT OV 6MM, NONCONIFEROUS NESOI",276670,145970,89.5,1.37,"2026-04,2026-05,2026-06",7.438972977612528
CN->US,390910,"UREA RESINS, PR FMS; THIOUREA RESINS, PR FMS",111915,39945,180.2,1.47,"2026-04,2026-05,2026-06",7.417864454892177
CN->US,290960,"ALCOHOL PEROXIDE,ETHER PEROX,ACETAL&HEMIACETAL ETC",2019423,1327496,52.1,1.18,"2026-04,2026-05,2026-06",7.417088802509493
CN->US,293979,"ALKALOIDS, OF VEGETAL ORIGIN, NESOI",7025700,4544244,54.6,1.06,"2026-04,2026-05,2026-06",7.267979881644322
CN->US,846263,SERVO-PRESSES FOR WORKING COLD METAL,442195,123979,256.7,1.28,"2026-04,2026-05,2026-06",7.222264863719545
CN->US,621230,"CORSETS, KNITTED OR CROCHETED OR NOT",803385,479499,67.5,1.22,"2026-04,2026-05,2026-06",7.215511042237149
CN->US,901410,DIRECTION FINDING COMPASS,180879,101623,78.0,1.37,"2026-04,2026-05,2026-06",7.186894236125428
CN->US,293030,"THIURAM MONO-, DI- OR TETRASULFIDES",291670,187168,55.8,1.31,"2026-04,2026-05,2026-06",7.15504925726167
CN->US,730459,OTH TB PS HP ALY STL NT SS SMLS CIRC CS NT CLD-WRK,3462628,2265782,52.8,1.09,"2026-04,2026-05,2026-06",7.132724914299105
CN->US,820231,CIRC SAW BLDS BSE MTL W WRKNG PT OF STEEL,976007,650002,50.2,1.19,"2026-04,2026-05,2026-06",7.106266920889967
CN->US,401019,"CONVEYOR BELTS/BELTING OF VULCANIZE RUBBER, NESOI",617095,390168,58.2,1.22,"2026-04,2026-05,2026-06",7.051277177640721
CN->US,381121,ADDITIVE FOR LUB OIL CONT PETRO/BITUMINOUS MINOIL,1030454,432743,138.1,1.17,"2026-04,2026-05,2026-06",7.027055247215936
CN->US,283210,SODIUM SULFITES,559780,228804,144.7,1.22,"2026-04,2026-05,2026-06",6.988152773128134
CN->US,810391,CRUCIBLES OF TANTALUM,393761,194522,102.4,1.24,"2026-04,2026-05,2026-06",6.963250990517249
CN->US,741529,"RIVETS, COTTERS AND COTTER PINS ETC OF COPPER",316734,207185,52.9,1.26,"2026-04,2026-05,2026-06",6.9351178249134255
CN->US,621590,"TIES, BOW TIES AND CRAVATS, OF OTH TEXT, NOT KNIT",121464,76426,58.9,1.36,"2026-04,2026-05,2026-06",6.928211518051213
CN->US,293624,D- OR DL-PANTOTHENIC ACID (VITAMIN B5) AND DERIVAT,2309571,1470534,57.1,1.09,"2026-04,2026-05,2026-06",6.90956729981639
CN->US,871150,"MOTORCYCLES, CYCL,EXCD 800 CC",123002,31557,289.8,1.35,"2026-04,2026-05,2026-06",6.851742429984338
CN->US,521019,"WOV COT FAB, UNBL WEA NESOI UN85%COT MMF NO200G/M2",179050,75628,136.8,1.29,"2026-04,2026-05,2026-06",6.795244849032199
CN->US,292159,AROMATIC POLYAMINES NESOI AND THEIR DERIVATIV,1749469,1153259,51.7,1.09,"2026-04,2026-05,2026-06",6.786336750262078
CN->US,081090,"FRUIT NESOI, FRESH",755275,266105,183.8,1.15,"2026-04,2026-05,2026-06",6.75244613929598
CN->US,360360,ELECTRIC DETONATORS,385479,240510,60.3,1.21,"2026-04,2026-05,2026-06",6.750468446328567
CN->US,940153,SEATS OF RATTAN,319381,186335,71.4,1.21,"2026-04,2026-05,2026-06",6.6630262341241
CN->US,391610,"MONOFIL, CR-SECT OV 1MM, ROD ETC, ETHYLENE POLYMER",246736,159300,54.9,1.23,"2026-04,2026-05,2026-06",6.654673151615151
CN->US,030472,"HADDOCK FILLETS, FROZEN",8031890,5065660,58.6,0.96,"2026-04,2026-05,2026-06",6.641953245719312
CN->US,848049,"MOLDS, NESOI, FOR METAL OR METAL CARBIDES",902111,578508,55.9,1.11,"2026-04,2026-05,2026-06",6.613320810832934
CN->US,840290,SUPER-HEATED WATER BOILERS & STEAM GENRTN BOIL PTS,2815268,1324253,112.6,1.02,"2026-04,2026-05,2026-06",6.596712359031912
CN->US,030569,"FISH NESOI, SALTED OR IN BRINE, NOT DRY OR SMOKE",525619,322270,63.1,1.14,"2026-04,2026-05,2026-06",6.536983105035389
CN->US,170290,"SUGAR, NESOI, INCLUDING INVERT SUGAR & SYRUP",306119,194736,57.2,1.19,"2026-04,2026-05,2026-06",6.512957054761034
CN->US,842649,"DERRICKS ETC SELF-PROPELLED NOT ON TIRES, NESOI",1762066,895147,96.8,1.03,"2026-04,2026-05,2026-06",6.450687520628818
CN->US,870380,"MOTOR VEHICLES WITH ONLY ELECTRIC MOTOR, NESOI",16879946,7469041,126.0,0.89,"2026-04,2026-05,2026-06",6.432452432111246
CN->US,854590,"ELECTRICAL CARBON OR GRAPHITE ARTICLES, NESOI",1449430,799952,81.2,1.04,"2026-04,2026-05,2026-06",6.402927633514228
CN->US,760120,UNWROUGHT ALUMINUM ALLOYS,205997,76922,167.8,1.2,"2026-04,2026-05,2026-06",6.396705068354365
CN->US,250200,UNROASTED IRON PYRITES,299970,86480,246.9,1.16,"2026-04,2026-05,2026-06",6.366006120971508
CN->US,843610,MACHINERY FOR PREPARING ANIMAL FEEDS,116480,50824,129.2,1.25,"2026-04,2026-05,2026-06",6.323643784010556
CN->US,300693,"PLACEBO,BLIND/DBLE-BLIND CLNCL TRIAL KITS,MEAS DOS",3442479,2292781,50.1,0.96,"2026-04,2026-05,2026-06",6.2910860856242525
CN->US,811292,"GA, HF, INDIUM, NIOBIUM, RHENIUM & ARTI,WAST/SCRP",1821992,894337,103.7,1.0,"2026-04,2026-05,2026-06",6.289009634394687
CN->US,732112,"COOKNG APPLNCS AND PLT WRMRS, IRN/STL FOR LIQ FUEL",652354,426380,53.0,1.08,"2026-04,2026-05,2026-06",6.287244667864714
CN->US,382290,CERTIFIED REFERENCE MATERIALS,370754,196230,88.9,1.13,"2026-04,2026-05,2026-06",6.268568476593358
CN->US,620819,"W/G SLIPS & PETTICOATS OT TEXTILE MATERIALS, N KT",111078,55459,100.3,1.24,"2026-04,2026-05,2026-06",6.253333630453611
CN->US,846242,"NUM CTRL PUNCH,NOTCH/NIBBLING MACH FLAT METAL PROD",521593,224913,131.9,1.09,"2026-04,2026-05,2026-06",6.228889542646536
CN->US,844319,"OFFSET PRINTING MACHINERY, NESOI",805327,523456,53.8,1.05,"2026-04,2026-05,2026-06",6.210771534575488
CN->US,390761,"POLY(ETHYLENE TEREPHTHALATE, VISC 78ML/G OR MORE",286531,117480,143.9,1.14,"2026-04,2026-05,2026-06",6.199686519501388
CN->US,281990,"CHROMIUM OXIDE & HYDRIDE, EXC CHROM TRIOXIDE,NESOI",519926,285077,82.4,1.08,"2026-04,2026-05,2026-06",6.179373409006639
CN->US,382100,PREPARED CULTURE MEDIA FOR DEVEL OF MICROORGANISMS,954051,499296,91.1,1.03,"2026-04,2026-05,2026-06",6.172971540609439
CN->US,360500,"MATCHES, EXC PYROTECHNIC ARTICLES",427144,263349,62.2,1.09,"2026-04,2026-05,2026-06",6.161169367813729
CN->US,290410,"HYDROCARBON DERIV CONT ONLY SULFO GROUPS, ETC",273493,161537,69.3,1.13,"2026-04,2026-05,2026-06",6.122148924598911
CN->US,841340,CONCRETE PUMPS,323249,176875,82.8,1.11,"2026-04,2026-05,2026-06",6.116902674068569
CN->US,600590,"OTHER WARP KNIT FABRICS (INCLUDING GALLOON), NESOI",1220654,751930,62.3,0.98,"2026-04,2026-05,2026-06",5.993283259365127
CN->US,844316,FLEXOGRAPHIC PRINTING MACHINERY,155150,64253,141.5,1.14,"2026-04,2026-05,2026-06",5.940580922632558
CN->US,851531,"ELECTRIC WELDERS, ARC, FULL OR PARTLY AUTOMATIC",918377,437222,110.0,0.98,"2026-04,2026-05,2026-06",5.858381983471112
CN->US,381010,"PICKLING PREP FOR METAL SURFACES, SOLDERING, ETC",397589,198622,100.2,1.04,"2026-04,2026-05,2026-06",5.848860100238804
CN->US,220890,"CORDIALS, LIQUEURS, KIRSCHWASSER, RATAFIA, ETC.",1821596,1119561,62.7,0.92,"2026-04,2026-05,2026-06",5.736536551994511
CN->US,731439,OTH GRLL NTTNG A FNCNG WLDD AT INTRSCT IOS NT GLVN,481039,298995,60.9,0.99,"2026-04,2026-05,2026-06",5.617029920846343
CN->US,870193,TRACTORS EXCEEDING 37 KW BUT NOT EXCEEDING 75 KW,705199,434261,62.4,0.94,"2026-04,2026-05,2026-06",5.482478677524849
