corridor,hs6,desc,recent_avg_usd,baseline_avg_usd,growth_pct,z_score,recent_months,score
CN->BR,840690,,136926,46909,191.9,2.27,"2026-05,2026-06,2026-07",11.635867094436223
CN->BR,950829,,566966,177179,220.0,2.02,"2026-05,2026-06,2026-07",11.622092611862017
CN->BR,390422,,378076,160605,135.4,2.08,"2026-05,2026-06,2026-07",11.616931793602678
CN->BR,291570,,686306,361027,90.1,1.98,"2026-05,2026-06,2026-07",11.5730860361358
CN->BR,830170,,478199,254383,88.0,2.03,"2026-05,2026-06,2026-07",11.523765490281715
CN->BR,950450,,22275084,13311664,67.3,1.56,"2026-05,2026-06,2026-07",11.462164951364837
CN->BR,903180,,10404770,6910238,50.6,1.63,"2026-05,2026-06,2026-07",11.449155584178934
CN->BR,732392,,658309,147551,346.2,1.96,"2026-05,2026-06,2026-07",11.401169502074298
CN->BR,293321,,247081,70663,249.7,2.11,"2026-05,2026-06,2026-07",11.36340861457194
CN->BR,843699,,747240,469093,59.3,1.93,"2026-05,2026-06,2026-07",11.3426508798633
CN->BR,600539,,270885,138261,95.9,2.08,"2026-05,2026-06,2026-07",11.315418809268008
CN->BR,681512,,169200,50536,234.8,2.16,"2026-05,2026-06,2026-07",11.312884366753169
CN->BR,843149,,57905537,31994180,81.0,1.46,"2026-05,2026-06,2026-07",11.303461843448645
CN->BR,330125,,118778,36411,226.2,2.23,"2026-05,2026-06,2026-07",11.297573942783147
CN->BR,293149,,30826119,17225343,79.0,1.5,"2026-05,2026-06,2026-07",11.197916663867714
CN->BR,680911,,153313,42713,258.9,2.15,"2026-05,2026-06,2026-07",11.171837251855
CN->BR,820720,,106691,52502,103.2,2.22,"2026-05,2026-06,2026-07",11.147464615935107
CN->BR,691310,,146481,77339,89.4,2.15,"2026-05,2026-06,2026-07",11.110654683294058
CN->BR,730490,,408868,230986,77.0,1.96,"2026-05,2026-06,2026-07",11.023284943507848
CN->BR,831120,,1289683,831647,55.1,1.8,"2026-05,2026-06,2026-07",10.998479246191604
CN->BR,291419,,266344,150625,76.8,2.01,"2026-05,2026-06,2026-07",10.914694572719537
CN->BR,381590,,444826,269855,64.8,1.93,"2026-05,2026-06,2026-07",10.87441718330055
CN->BR,845891,,1329382,553063,140.4,1.76,"2026-05,2026-06,2026-07",10.78422525550448
CN->BR,290729,,376325,205857,82.8,1.93,"2026-05,2026-06,2026-07",10.783601922407803
CN->BR,480700,,162087,52569,208.3,2.07,"2026-05,2026-06,2026-07",10.768299243798392
CN->BR,292029,,501600,311544,61.0,1.88,"2026-05,2026-06,2026-07",10.714889815470306
CN->BR,610520,,1874889,1110096,68.9,1.71,"2026-05,2026-06,2026-07",10.700445645611763
CN->BR,550340,,179880,88087,104.2,2.03,"2026-05,2026-06,2026-07",10.660721192183159
CN->BR,851529,,179324,61692,190.7,2.03,"2026-05,2026-06,2026-07",10.64835804593771
CN->BR,390769,,1503196,744369,101.9,1.72,"2026-05,2026-06,2026-07",10.597291582360027
CN->BR,940531,,1903450,790544,140.8,1.68,"2026-05,2026-06,2026-07",10.55246842212299
CN->BR,481190,,941524,545073,72.7,1.77,"2026-05,2026-06,2026-07",10.55226292708688
CN->BR,410510,,102894,22024,367.2,2.1,"2026-05,2026-06,2026-07",10.521279795197469
CN->BR,271220,,2888358,1483102,94.8,1.62,"2026-05,2026-06,2026-07",10.474258630825
CN->BR,901813,,7491422,4534913,65.2,1.52,"2026-05,2026-06,2026-07",10.469960211518384
CN->BR,151590,,166375,62528,166.1,2.0,"2026-05,2026-06,2026-07",10.461795286753409
CN->BR,902690,,556420,344750,61.4,1.82,"2026-05,2026-06,2026-07",10.434228351423945
CN->BR,621020,,1033758,444842,132.4,1.73,"2026-05,2026-06,2026-07",10.399365544099458
CN->BR,845522,,479813,225864,112.4,1.83,"2026-05,2026-06,2026-07",10.385812559648546
CN->BR,854710,,324734,150110,116.3,1.88,"2026-05,2026-06,2026-07",10.362992604636368
CN->BR,846251,,340824,152551,123.4,1.87,"2026-05,2026-06,2026-07",10.353604065432188
CN->BR,740710,,136867,45278,202.3,2.01,"2026-05,2026-06,2026-07",10.326138337579009
CN->BR,380893,,160579373,93330563,72.1,1.26,"2026-05,2026-06,2026-07",10.29882391814071
CN->BR,902830,,176734,88859,98.9,1.96,"2026-05,2026-06,2026-07",10.274872853282636
CN->BR,870124,,877081,185628,372.5,1.73,"2026-05,2026-06,2026-07",10.269211611104442
CN->BR,854310,,240000,45495,427.5,1.91,"2026-05,2026-06,2026-07",10.25904677390449
CN->BR,842619,,13952377,2474970,463.7,1.44,"2026-05,2026-06,2026-07",10.256957735363034
CN->BR,290539,,845799,562464,50.4,1.73,"2026-05,2026-06,2026-07",10.235347103513956
CN->BR,620341,,126508,18344,589.7,2.0,"2026-05,2026-06,2026-07",10.188073748821218
CN->BR,821220,,101303,29792,240.0,2.03,"2026-05,2026-06,2026-07",10.181807984988547
CN->BR,847989,,31920860,21093338,51.3,1.35,"2026-05,2026-06,2026-07",10.147432566580466
CN->BR,401410,,1776603,647700,174.3,1.62,"2026-05,2026-06,2026-07",10.130809057826008
CN->BR,842489,,8917109,5712356,56.1,1.46,"2026-05,2026-06,2026-07",10.130676211512348
CN->BR,282590,,620362,219674,182.4,1.73,"2026-05,2026-06,2026-07",10.007245966043957
CN->BR,611300,,423155,173035,144.5,1.76,"2026-05,2026-06,2026-07",9.929547576798784
CN->BR,950830,,209735,74126,182.9,1.86,"2026-05,2026-06,2026-07",9.920657715490556
CN->BR,380891,,35908410,22531363,59.4,1.31,"2026-05,2026-06,2026-07",9.913064263917208
CN->BR,540332,,103459,20926,394.4,1.98,"2026-05,2026-06,2026-07",9.904499873907055
CN->BR,391733,,267146,171936,55.4,1.82,"2026-05,2026-06,2026-07",9.890410264650956
CN->BR,870110,,666342,341240,95.3,1.69,"2026-05,2026-06,2026-07",9.84318596187526
CN->BR,902890,,3561799,2002615,77.9,1.5,"2026-05,2026-06,2026-07",9.834909218019535
CN->BR,820890,,648199,398892,62.5,1.69,"2026-05,2026-06,2026-07",9.794296065785762
CN->BR,380992,,136162,58854,131.4,1.9,"2026-05,2026-06,2026-07",9.730503376146753
CN->BR,320649,,448222,218014,105.6,1.7,"2026-05,2026-06,2026-07",9.606263606575954
CN->BR,810196,,131528,32045,310.4,1.86,"2026-05,2026-06,2026-07",9.545434098122678
CN->BR,870192,,824266,354709,132.4,1.61,"2026-05,2026-06,2026-07",9.544925855390066
CN->BR,340239,,2440801,1391905,75.4,1.48,"2026-05,2026-06,2026-07",9.46210136546574
CN->BR,722012,,373083,145136,157.1,1.69,"2026-05,2026-06,2026-07",9.418677313704396
CN->BR,750720,,185906,68334,172.1,1.78,"2026-05,2026-06,2026-07",9.40353824675801
CN->BR,850423,,3438030,956258,259.5,1.44,"2026-05,2026-06,2026-07",9.383001105747294
CN->BR,870422,,3324595,1311597,153.5,1.43,"2026-05,2026-06,2026-07",9.314680595073392
CN->BR,392069,,844872,515826,63.8,1.56,"2026-05,2026-06,2026-07",9.26197374421453
CN->BR,902219,,510506,181947,180.6,1.62,"2026-05,2026-06,2026-07",9.241835432468807
CN->BR,480459,,125276,27189,360.8,1.81,"2026-05,2026-06,2026-07",9.226183668966694
CN->BR,851711,,118542,46189,156.6,1.81,"2026-05,2026-06,2026-07",9.191865261265843
CN->BR,390230,,2892624,1719986,68.2,1.42,"2026-05,2026-06,2026-07",9.173569321138931
CN->BR,291819,,667061,376078,77.4,1.57,"2026-05,2026-06,2026-07",9.141348450415236
CN->BR,871310,,2126868,1405353,51.3,1.44,"2026-05,2026-06,2026-07",9.107422554764486
CN->BR,940210,,654649,434231,50.8,1.56,"2026-05,2026-06,2026-07",9.095497574207512
CN->BR,950510,,6255284,2578643,142.6,1.33,"2026-05,2026-06,2026-07",9.063339667682268
CN->BR,845130,,394142,210322,87.4,1.62,"2026-05,2026-06,2026-07",9.04603664098813
CN->BR,460211,,423441,268922,57.5,1.61,"2026-05,2026-06,2026-07",9.034226170476593
CN->BR,844313,,2659137,1021847,160.2,1.4,"2026-05,2026-06,2026-07",9.007904654584214
CN->BR,852492,,557140,272090,104.8,1.56,"2026-05,2026-06,2026-07",8.945604753617172
CN->BR,850819,,1774115,1143834,55.1,1.41,"2026-05,2026-06,2026-07",8.79033372145783
CN->BR,200410,,328882,171084,92.2,1.58,"2026-05,2026-06,2026-07",8.744196181847085
CN->BR,482190,,720517,477922,50.8,1.49,"2026-05,2026-06,2026-07",8.714376799689767
CN->BR,482320,,212249,121106,75.3,1.63,"2026-05,2026-06,2026-07",8.675454945792081
CN->BR,290613,,344253,172901,99.1,1.56,"2026-05,2026-06,2026-07",8.629710345979197
CN->BR,611011,,206836,104776,97.4,1.62,"2026-05,2026-06,2026-07",8.60886728572247
CN->BR,741980,,287495,161329,78.2,1.57,"2026-05,2026-06,2026-07",8.574338853127093
CN->BR,844790,,934254,552514,69.1,1.43,"2026-05,2026-06,2026-07",8.56308521299936
CN->BR,551421,,155348,88132,76.3,1.65,"2026-05,2026-06,2026-07",8.555610426149293
CN->BR,290920,,289126,180290,60.4,1.57,"2026-05,2026-06,2026-07",8.549607014375162
CN->BR,850710,,1847542,1155400,59.9,1.35,"2026-05,2026-06,2026-07",8.434284794447452
CN->BR,130239,,680887,407558,67.1,1.43,"2026-05,2026-06,2026-07",8.33643354375012
CN->BR,382440,,637773,346374,84.1,1.43,"2026-05,2026-06,2026-07",8.322427014014627
CN->BR,481149,,397959,181241,119.6,1.48,"2026-05,2026-06,2026-07",8.263737433636122
CN->BR,903010,,111398,23645,371.1,1.64,"2026-05,2026-06,2026-07",8.253492654515847
CN->BR,391731,,976176,646700,50.9,1.38,"2026-05,2026-06,2026-07",8.238404397086896
CN->BR,591110,,164452,80151,105.2,1.57,"2026-05,2026-06,2026-07",8.199534768143318
CN->BR,850212,,657115,422978,55.4,1.41,"2026-05,2026-06,2026-07",8.181495463434343
CN->BR,750712,,2066933,594910,247.4,1.29,"2026-05,2026-06,2026-07",8.159225843562082
CN->BR,420330,,217005,129802,67.2,1.53,"2026-05,2026-06,2026-07",8.144419793598349
CN->BR,870332,,17473469,6289783,177.8,1.12,"2026-05,2026-06,2026-07",8.128389704340238
CN->BR,210610,,242723,131799,84.2,1.5,"2026-05,2026-06,2026-07",8.095824554166297
CN->BR,330610,,185863,51155,263.3,1.53,"2026-05,2026-06,2026-07",8.074810467434874
CN->BR,081340,,136531,78357,74.2,1.57,"2026-05,2026-06,2026-07",8.046250995769459
CN->BR,500200,,242028,96140,151.7,1.49,"2026-05,2026-06,2026-07",8.004678439962193
CN->BR,480593,,117794,40518,190.7,1.56,"2026-05,2026-06,2026-07",7.934400435005789
CN->BR,846031,,135893,45364,199.6,1.54,"2026-05,2026-06,2026-07",7.909937133128551
CN->BR,392030,,213444,109129,95.6,1.48,"2026-05,2026-06,2026-07",7.904654612059435
CN->BR,291412,,214103,123030,74.0,1.48,"2026-05,2026-06,2026-07",7.8928212028520734
CN->BR,902300,,582102,387206,50.3,1.36,"2026-05,2026-06,2026-07",7.869192773865382
CN->BR,400912,,438682,292195,50.1,1.39,"2026-05,2026-06,2026-07",7.843221516505858
CN->BR,290611,,508997,255765,99.0,1.36,"2026-05,2026-06,2026-07",7.774406379689566
CN->BR,851010,,441111,287885,53.2,1.37,"2026-05,2026-06,2026-07",7.754965349035871
CN->BR,847050,,598336,312212,91.6,1.34,"2026-05,2026-06,2026-07",7.75218589283812
CN->BR,847982,,2637285,1743403,51.3,1.2,"2026-05,2026-06,2026-07",7.736266520116129
CN->BR,841319,,141110,85183,65.7,1.49,"2026-05,2026-06,2026-07",7.695738144990088
CN->BR,870460,,2129873,1025859,107.6,1.22,"2026-05,2026-06,2026-07",7.695119838941239
CN->BR,730799,,4066729,2677715,51.9,1.16,"2026-05,2026-06,2026-07",7.642858437033987
CN->BR,621220,,281275,181966,54.6,1.39,"2026-05,2026-06,2026-07",7.579851928386651
CN->BR,400220,,195321,112746,73.2,1.43,"2026-05,2026-06,2026-07",7.547631159116285
CN->BR,300215,,941018,462843,103.3,1.26,"2026-05,2026-06,2026-07",7.540317145875324
CN->BR,722850,,719150,393906,82.6,1.28,"2026-05,2026-06,2026-07",7.5212500179079775
CN->BR,291732,,328917,124411,164.4,1.36,"2026-05,2026-06,2026-07",7.505312229778807
CN->BR,551643,,103012,46812,120.1,1.5,"2026-05,2026-06,2026-07",7.504455883032816
CN->BR,380892,,15943708,8884892,79.4,1.04,"2026-05,2026-06,2026-07",7.488762679170408
CN->BR,940310,,252966,128148,97.4,1.39,"2026-05,2026-06,2026-07",7.483810602978237
CN->BR,611241,,880924,480412,83.4,1.26,"2026-05,2026-06,2026-07",7.477023955302611
CN->BR,360690,,119420,48485,146.3,1.46,"2026-05,2026-06,2026-07",7.430349723344257
CN->BR,540710,,499625,319401,56.4,1.29,"2026-05,2026-06,2026-07",7.372816134557337
CN->BR,291560,,481871,319543,50.8,1.29,"2026-05,2026-06,2026-07",7.356134491607651
CN->BR,843319,,124941,56709,120.3,1.44,"2026-05,2026-06,2026-07",7.31533602578074
CN->BR,480451,,341090,148969,129.0,1.32,"2026-05,2026-06,2026-07",7.313473897897391
CN->BR,842620,,819218,444596,84.3,1.23,"2026-05,2026-06,2026-07",7.264801830693434
CN->BR,720720,,8110634,4166647,94.7,1.05,"2026-05,2026-06,2026-07",7.230466688546957
CN->BR,520812,,200416,88765,125.8,1.36,"2026-05,2026-06,2026-07",7.227767726628683
CN->BR,846630,,267148,92386,189.2,1.33,"2026-05,2026-06,2026-07",7.196931462060002
CN->BR,071021,,105514,49549,112.9,1.43,"2026-05,2026-06,2026-07",7.19299219350644
CN->BR,291811,,908855,583553,55.7,1.21,"2026-05,2026-06,2026-07",7.185079074044825
CN->BR,902190,,1593045,1006374,58.3,1.15,"2026-05,2026-06,2026-07",7.1375702613852505
CN->BR,903110,,498598,302045,65.1,1.25,"2026-05,2026-06,2026-07",7.135832650008867
CN->BR,291462,,1359235,799238,70.1,1.16,"2026-05,2026-06,2026-07",7.130155829088385
CN->BR,480890,,627480,336039,86.7,1.21,"2026-05,2026-06,2026-07",7.013874589440986
CN->BR,730723,,1871664,1222351,53.1,1.11,"2026-05,2026-06,2026-07",6.969365170565924
CN->BR,960621,,286841,189621,51.3,1.28,"2026-05,2026-06,2026-07",6.968117831276289
CN->BR,260600,,410110,182923,124.2,1.24,"2026-05,2026-06,2026-07",6.9499316565834555
CN->BR,640411,,1596431,1030201,55.0,1.11,"2026-05,2026-06,2026-07",6.881876096072873
CN->BR,390591,,153927,66253,132.3,1.32,"2026-05,2026-06,2026-07",6.859783333032219
CN->BR,190120,,190718,74186,157.1,1.29,"2026-05,2026-06,2026-07",6.830562219370356
CN->BR,290960,,986944,622131,58.6,1.14,"2026-05,2026-06,2026-07",6.820308927356071
CN->BR,291822,,151082,80148,88.5,1.31,"2026-05,2026-06,2026-07",6.799633546938241
CN->BR,841920,,166503,89203,86.7,1.3,"2026-05,2026-06,2026-07",6.792800966804174
CN->BR,630229,,108524,30874,251.5,1.34,"2026-05,2026-06,2026-07",6.769076317311701
CN->BR,870322,,23484432,11163842,110.4,0.92,"2026-05,2026-06,2026-07",6.761166364155871
CN->BR,382100,,302536,198715,52.2,1.23,"2026-05,2026-06,2026-07",6.758738118864234
CN->BR,391710,,2488818,1615930,54.0,1.05,"2026-05,2026-06,2026-07",6.702442777358543
CN->BR,810590,,159705,77616,105.8,1.27,"2026-05,2026-06,2026-07",6.61475168115539
CN->BR,282200,,339576,214004,58.7,1.19,"2026-05,2026-06,2026-07",6.5671661891748085
CN->BR,620422,,184807,117879,56.8,1.25,"2026-05,2026-06,2026-07",6.565325298120314
CN->BR,401019,,308269,167001,84.6,1.19,"2026-05,2026-06,2026-07",6.537910856597844
CN->BR,842870,,2555496,841354,203.7,1.02,"2026-05,2026-06,2026-07",6.536609700469648
CN->BR,292129,,727589,484564,50.2,1.11,"2026-05,2026-06,2026-07",6.516455372580955
CN->BR,840510,,432921,199072,117.5,1.15,"2026-05,2026-06,2026-07",6.462991577155775
CN->BR,390890,,2411114,1600724,50.6,1.01,"2026-05,2026-06,2026-07",6.452621914404684
CN->BR,845490,,570435,332972,71.3,1.12,"2026-05,2026-06,2026-07",6.442274138512809
CN->BR,730890,,8552800,5539485,54.4,0.92,"2026-05,2026-06,2026-07",6.377281946389068
CN->BR,843340,,166627,57962,187.5,1.22,"2026-05,2026-06,2026-07",6.373810643367491
CN->BR,281290,,195782,106990,83.0,1.19,"2026-05,2026-06,2026-07",6.2992333636429345
CN->BR,294140,,1282246,818150,56.7,1.03,"2026-05,2026-06,2026-07",6.294876498866854
CN->BR,620442,,438182,278116,57.6,1.12,"2026-05,2026-06,2026-07",6.291175630301732
CN->BR,670300,,160226,90696,76.7,1.2,"2026-05,2026-06,2026-07",6.261582006425683
CN->BR,850239,,7524991,1879086,300.5,0.91,"2026-05,2026-06,2026-07",6.239462912867093
CN->BR,843691,,432958,274105,58.0,1.1,"2026-05,2026-06,2026-07",6.209976486770722
CN->BR,902139,,1146506,624708,83.5,1.02,"2026-05,2026-06,2026-07",6.209897815024353
CN->BR,291631,,1187943,757264,56.9,1.02,"2026-05,2026-06,2026-07",6.195111299129164
CN->BR,283429,,394502,225254,75.1,1.1,"2026-05,2026-06,2026-07",6.13927028913103
CN->BR,280300,,611287,370147,65.1,1.06,"2026-05,2026-06,2026-07",6.138849236636624
CN->BR,847981,,913087,478284,90.9,1.03,"2026-05,2026-06,2026-07",6.117167094410678
CN->BR,560311,,1238635,750769,65.0,1.0,"2026-05,2026-06,2026-07",6.114551371627459
CN->BR,843142,,998421,640859,55.8,1.02,"2026-05,2026-06,2026-07",6.106926083450962
CN->BR,030471,,534261,260373,105.2,1.06,"2026-05,2026-06,2026-07",6.097686085719657
CN->BR,281910,,555105,288606,92.3,1.06,"2026-05,2026-06,2026-07",6.06950628545063
CN->BR,850172,,1022812,573524,78.3,1.01,"2026-05,2026-06,2026-07",6.06855576994743
CN->BR,640291,,410505,157647,160.4,1.07,"2026-05,2026-06,2026-07",6.011255378054786
CN->BR,732591,,1288254,670218,92.2,0.98,"2026-05,2026-06,2026-07",5.995518420118379
CN->BR,293353,,253982,109610,131.7,1.11,"2026-05,2026-06,2026-07",5.990448845847775
CN->BR,481930,,151681,86120,76.1,1.15,"2026-05,2026-06,2026-07",5.9460838326459395
CN->BR,732310,,233803,152143,53.7,1.1,"2026-05,2026-06,2026-07",5.901662628630132
CN->BR,880622,,2451912,1291641,89.8,0.92,"2026-05,2026-06,2026-07",5.854215168262344
CN->BR,090961,,116838,52259,123.6,1.15,"2026-05,2026-06,2026-07",5.840282381035698
CN->BR,330590,,240642,144071,67.0,1.08,"2026-05,2026-06,2026-07",5.822834763807352
CN->BR,382311,,133061,53778,147.4,1.13,"2026-05,2026-06,2026-07",5.782057686429008
CN->BR,290621,,280794,175290,60.2,1.06,"2026-05,2026-06,2026-07",5.773589082937689
CN->BR,848010,,174979,80311,117.9,1.1,"2026-05,2026-06,2026-07",5.748984257468819
CN->BR,841620,,232418,96053,142.0,1.07,"2026-05,2026-06,2026-07",5.735335528589209
CN->BR,130220,,196762,96704,103.5,1.08,"2026-05,2026-06,2026-07",5.703366372157937
CN->BR,810194,,150476,93873,60.3,1.1,"2026-05,2026-06,2026-07",5.676139854290403
CN->BR,843710,,1186921,734875,61.5,0.93,"2026-05,2026-06,2026-07",5.6634392439480585
CN->BR,560490,,107442,57829,85.8,1.12,"2026-05,2026-06,2026-07",5.624189961429985
CN->BR,293810,,109753,35303,210.9,1.11,"2026-05,2026-06,2026-07",5.616046220756635
CN->BR,291735,,440493,241092,82.7,0.99,"2026-05,2026-06,2026-07",5.5906281787745735
CN->BR,790111,,775284,240245,222.7,0.94,"2026-05,2026-06,2026-07",5.545498984923823
CN->BR,844316,,1683597,1078929,56.0,0.88,"2026-05,2026-06,2026-07",5.500064632557158
CN->BR,841939,,3307245,1998970,65.4,0.84,"2026-05,2026-06,2026-07",5.499742134452617
CN->BR,610439,,355485,222707,59.6,0.99,"2026-05,2026-06,2026-07",5.471515939906534
CN->BR,847950,,5219039,3092186,68.8,0.81,"2026-05,2026-06,2026-07",5.463720599790754
CN->BR,550410,,1296224,752228,72.3,0.89,"2026-05,2026-06,2026-07",5.438461815525079
CN->BR,291712,,237242,143394,65.4,1.01,"2026-05,2026-06,2026-07",5.423174175774592
CN->BR,253090,,133098,64204,107.3,1.05,"2026-05,2026-06,2026-07",5.405904338284925
CN->BR,282751,,130716,51998,151.4,1.06,"2026-05,2026-06,2026-07",5.404037609941128
CN->BR,294200,,961941,556363,72.9,0.89,"2026-05,2026-06,2026-07",5.347211375643514
CN->BR,741122,,404401,232480,74.0,0.94,"2026-05,2026-06,2026-07",5.274600265285887
CN->BR,530911,,183525,98716,85.9,1.0,"2026-05,2026-06,2026-07",5.272005721093502
CN->BR,292239,,396215,234821,68.7,0.93,"2026-05,2026-06,2026-07",5.232658394906753
CN->BR,130232,,179444,95000,88.9,0.98,"2026-05,2026-06,2026-07",5.170974585047498
CN->BR,848049,,281320,162072,73.6,0.95,"2026-05,2026-06,2026-07",5.155201053875003
CN->BR,382764,,162339,77408,109.7,0.98,"2026-05,2026-06,2026-07",5.125987411083335
CN->BR,870191,,284928,172541,65.1,0.93,"2026-05,2026-06,2026-07",5.097063587299201
CN->BR,291411,,179278,98552,81.9,0.96,"2026-05,2026-06,2026-07",5.064929424553225
CN->BR,380130,,229841,106799,115.2,0.94,"2026-05,2026-06,2026-07",5.025459557178962
CN->BR,860400,,850478,260318,226.7,0.85,"2026-05,2026-06,2026-07",5.0252545011681455
CN->BR,850421,,1764898,1042655,69.3,0.8,"2026-05,2026-06,2026-07",5.0168349498560305
CN->BR,852610,,168036,101559,65.5,0.96,"2026-05,2026-06,2026-07",5.007895800266661
CN->BR,282612,,2000384,935748,113.8,0.78,"2026-05,2026-06,2026-07",4.943918287614123
CN->BR,282810,,1282745,768314,67.0,0.81,"2026-05,2026-06,2026-07",4.938287581643122
CN->BR,847529,,371351,106256,249.5,0.88,"2026-05,2026-06,2026-07",4.913677501666322
CN->BR,901310,,269894,171572,57.3,0.9,"2026-05,2026-06,2026-07",4.906678780592787
CN->BR,621030,,1166963,725747,60.8,0.8,"2026-05,2026-06,2026-07",4.841495526954083
CN->BR,283990,,126625,73944,71.2,0.95,"2026-05,2026-06,2026-07",4.84132513027141
CN->BR,871130,,777237,336720,130.8,0.81,"2026-05,2026-06,2026-07",4.766780541862811
CN->BR,902000,,212333,129778,63.6,0.89,"2026-05,2026-06,2026-07",4.752798446051583
CN->BR,842839,,6848988,4318428,58.6,0.69,"2026-05,2026-06,2026-07",4.736647248639517
CN->BR,810520,,278864,167401,66.6,0.86,"2026-05,2026-06,2026-07",4.674834956295674
CN->BR,380190,,116116,55936,107.6,0.92,"2026-05,2026-06,2026-07",4.6732151635534365
CN->BR,280421,,328304,186740,75.8,0.84,"2026-05,2026-06,2026-07",4.640561944991152
CN->BR,081190,,173606,109230,58.9,0.88,"2026-05,2026-06,2026-07",4.5874563439017795
CN->BR,620449,,210734,118780,77.4,0.86,"2026-05,2026-06,2026-07",4.555892099338497
CN->BR,392340,,113454,73052,55.3,0.9,"2026-05,2026-06,2026-07",4.547856428978489
CN->BR,210220,,159322,104775,52.1,0.87,"2026-05,2026-06,2026-07",4.544506985343705
CN->BR,810294,,644477,376147,71.3,0.78,"2026-05,2026-06,2026-07",4.541510674990041
CN->BR,847431,,553709,337449,64.1,0.78,"2026-05,2026-06,2026-07",4.479840179867833
CN->BR,848020,,194959,128223,52.0,0.84,"2026-05,2026-06,2026-07",4.450077336009568
CN->BR,846249,,138441,91947,50.6,0.86,"2026-05,2026-06,2026-07",4.40452164587093
CN->BR,845121,,136098,56363,141.5,0.85,"2026-05,2026-06,2026-07",4.370302417284824
CN->BR,550932,,163571,95389,71.5,0.83,"2026-05,2026-06,2026-07",4.303553111514537
CN->BR,130231,,107427,39689,170.7,0.84,"2026-05,2026-06,2026-07",4.214673997694549
CN->BR,901811,,645151,384991,67.6,0.72,"2026-05,2026-06,2026-07",4.205238020868793
CN->BR,847480,,1754497,884278,98.4,0.67,"2026-05,2026-06,2026-07",4.1987714562369165
CN->BR,250810,,134316,76427,75.7,0.82,"2026-05,2026-06,2026-07",4.195794948023162
CN->BR,842381,,205941,134994,52.6,0.77,"2026-05,2026-06,2026-07",4.100202339797689
CN->BR,293790,,355544,218056,63.1,0.74,"2026-05,2026-06,2026-07",4.081403778543088
CN->BR,330300,,340586,195804,73.9,0.74,"2026-05,2026-06,2026-07",4.072114204628514
CN->BR,283529,,107028,70001,52.9,0.8,"2026-05,2026-06,2026-07",4.042833863320638
CN->BR,902511,,106472,56366,88.9,0.8,"2026-05,2026-06,2026-07",4.017182929779632
CN->BR,292320,,156142,98702,58.2,0.77,"2026-05,2026-06,2026-07",4.013977040759955
CN->BR,730424,,1368809,583839,134.4,0.65,"2026-05,2026-06,2026-07",4.010795995631363
CN->BR,701980,,263047,168785,55.8,0.73,"2026-05,2026-06,2026-07",3.962104923667972
CN->BR,290512,,507913,336638,50.9,0.69,"2026-05,2026-06,2026-07",3.9133704500004955
CN->BR,900640,,315358,178700,76.5,0.7,"2026-05,2026-06,2026-07",3.8310231402783153
CN->BR,284990,,186598,122052,52.9,0.73,"2026-05,2026-06,2026-07",3.822295686225602
CN->BR,720510,,158629,96135,65.0,0.72,"2026-05,2026-06,2026-07",3.7699435344487404
CN->BR,620610,,171340,110022,55.7,0.71,"2026-05,2026-06,2026-07",3.72502518034161
CN->BR,722620,,102649,59320,73.0,0.74,"2026-05,2026-06,2026-07",3.7220516610308785
CN->BR,902410,,179573,117160,53.3,0.71,"2026-05,2026-06,2026-07",3.7207765814830984
CN->BR,290124,,313921,162982,92.6,0.67,"2026-05,2026-06,2026-07",3.6815976779198767
CN->BR,051000,,209174,90571,130.9,0.66,"2026-05,2026-06,2026-07",3.524459852477168
CN->BR,731582,,6147238,3702248,66.0,0.51,"2026-05,2026-06,2026-07",3.475666225048472
CN->BR,740811,,2221250,930645,138.7,0.54,"2026-05,2026-06,2026-07",3.437815435704027
CN->BR,250300,,105694,40926,158.3,0.67,"2026-05,2026-06,2026-07",3.34267661417823
CN->BR,843850,,189537,113370,67.2,0.63,"2026-05,2026-06,2026-07",3.335681989243707
CN->BR,842612,,11017843,6071148,81.5,0.47,"2026-05,2026-06,2026-07",3.325680731172443
CN->BR,721621,,499925,313578,59.4,0.58,"2026-05,2026-06,2026-07",3.3228134260303044
CN->BR,330190,,100788,48049,109.8,0.66,"2026-05,2026-06,2026-07",3.3042885589733224
CN->BR,091030,,230307,139524,65.1,0.59,"2026-05,2026-06,2026-07",3.1719579406282397
CN->BR,550130,,201758,110716,82.2,0.59,"2026-05,2026-06,2026-07",3.130407952429168
CN->BR,840212,,105556,58078,81.7,0.61,"2026-05,2026-06,2026-07",3.040747613310961
CN->BR,150500,,152656,79939,91.0,0.57,"2026-05,2026-06,2026-07",2.9397550837877593
CN->BR,844711,,202017,130296,55.0,0.55,"2026-05,2026-06,2026-07",2.9306258433289876
CN->BR,730611,,191000,115967,64.7,0.52,"2026-05,2026-06,2026-07",2.752052435781246
CN->BR,430219,,174214,107955,61.4,0.51,"2026-05,2026-06,2026-07",2.6903996511382484
CN->BR,480255,,2289948,1325212,72.8,0.42,"2026-05,2026-06,2026-07",2.67507743921942
CN->BR,843359,,842810,501726,68.0,0.45,"2026-05,2026-06,2026-07",2.6705132651902144
CN->BR,850213,,2923287,1785155,63.8,0.4,"2026-05,2026-06,2026-07",2.5902630597454226
CN->BR,851519,,251694,157648,59.7,0.46,"2026-05,2026-06,2026-07",2.459604915454055
